@relation adult-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z5.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute edu_num numeric
@attribute marital {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute cap_gain numeric
@attribute cap_loss numeric
@attribute hr_per_wk numeric
@attribute native {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
30,' Private',158420,' Bachelors',13,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,25,' United-States',' <=50K'
35,' Private',187089,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,42,' United-States',' >50K'
24,' Self-emp-not-inc',166036,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
19,' Private',162954,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
23,' Private',99543,' 12th',8,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,46,' United-States',' <=50K'
39,' Private',119272,' 10th',6,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',39477,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
34,' Private',202498,' 12th',8,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' Dominican-Republic',' <=50K'
36,' State-gov',36397,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
24,' Private',258298,' Assoc-voc',11,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
26,' Local-gov',206721,' Bachelors',13,' Never-married',' Protective-serv',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',318975,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' Cuba',' <=50K'
38,' Private',217349,' Assoc-voc',11,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',14344,0,40,' United-States',' >50K'
64,' Self-emp-not-inc',149698,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
34,' Self-emp-not-inc',321709,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
22,' Private',117606,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
47,' Private',209212,' 9th',5,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,56,' ?',' <=50K'
58,' Private',354024,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
35,' Private',219902,' Assoc-voc',11,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
33,' Private',132601,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
20,' Private',379525,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
65,' Self-emp-not-inc',145628,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',228406,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
46,' Private',173243,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
27,' Local-gov',151626,' HS-grad',9,' Never-married',' Prof-specialty',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
48,' Private',216214,' 11th',7,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',109015,' Some-college',10,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,48,' United-States',' <=50K'
41,' Private',187802,' Some-college',10,' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',242768,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
28,' Private',378460,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',10520,0,60,' United-States',' >50K'
49,' Private',183013,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',99385,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' Canada',' <=50K'
48,' ?',112860,' 10th',6,' Married-civ-spouse',' ?',' Wife',' Black',' Female',0,0,35,' United-States',' <=50K'
18,' Private',240183,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
51,' Private',115066,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,2547,40,' United-States',' >50K'
24,' ?',154373,' HS-grad',9,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,25,' United-States',' <=50K'
59,' Private',291529,' 10th',6,' Widowed',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,52,' United-States',' <=50K'
20,' Private',494784,' HS-grad',9,' Never-married',' Sales',' Other-relative',' Black',' Female',0,0,35,' United-States',' <=50K'
41,' Local-gov',26669,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
23,' ?',281668,' 10th',6,' Never-married',' ?',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',135102,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,65,' United-States',' <=50K'
45,' Private',148171,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
50,' Private',146310,' 9th',5,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Self-emp-not-inc',320744,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',3908,0,45,' United-States',' <=50K'
30,' Private',207668,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,60,' Hungary',' <=50K'
37,' Private',329980,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
19,' ?',124651,' 11th',7,' Never-married',' ?',' Own-child',' Black',' Male',0,0,25,' United-States',' <=50K'
29,' Private',138537,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Laos',' <=50K'
31,' Private',176185,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' France',' >50K'
44,' Self-emp-not-inc',163985,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,32,' United-States',' >50K'
55,' Private',129762,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
38,' ?',75024,' 7th-8th',4,' Divorced',' ?',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
34,' Private',191856,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',7298,0,40,' United-States',' >50K'
31,' Private',25955,' 9th',5,' Never-married',' Craft-repair',' Own-child',' Amer-Indian-Eskimo',' Male',0,0,35,' United-States',' <=50K'
57,' Private',178353,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
33,' Private',217460,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
33,' Private',219838,' 10th',6,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
54,' Private',227832,' 12th',8,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Self-emp-not-inc',213024,' Some-college',10,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
32,' Private',317219,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,1590,40,' United-States',' <=50K'
18,' Private',141363,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
46,' Self-emp-not-inc',198759,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2415,80,' United-States',' >50K'
34,' State-gov',145874,' Doctorate',16,' Married-civ-spouse',' Tech-support',' Husband',' Asian-Pac-Islander',' Male',0,0,20,' China',' <=50K'
39,' Private',106961,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',322931,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,55,' United-States',' <=50K'
42,' Private',336643,' Assoc-voc',11,' Separated',' Prof-specialty',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',385092,' Some-college',10,' Divorced',' Prof-specialty',' Own-child',' White',' Female',0,0,36,' United-States',' <=50K'
36,' Private',218542,' HS-grad',9,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
46,' Private',156926,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
38,' Private',201454,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',476334,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Private',304353,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,36,' United-States',' >50K'
69,' Private',145656,' Some-college',10,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,24,' United-States',' <=50K'
45,' Federal-gov',358242,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
44,' ?',190205,' 7th-8th',4,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
28,' ?',161290,' Some-college',10,' Never-married',' ?',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
33,' Private',112847,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
41,' Self-emp-inc',149102,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
36,' Private',219814,' 9th',5,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,35,' Guatemala',' <=50K'
20,' Private',196678,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',266489,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
34,' State-gov',253121,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',43348,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
46,' Self-emp-not-inc',140121,' HS-grad',9,' Divorced',' Craft-repair',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
20,' Private',291407,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
36,' Private',198841,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Private',204501,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
31,' ?',283531,' HS-grad',9,' Divorced',' ?',' Unmarried',' Black',' Female',0,0,20,' United-States',' <=50K'
40,' Private',51290,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
56,' Self-emp-not-inc',175964,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
44,' Local-gov',277144,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,60,' United-States',' <=50K'
28,' Private',208249,' Some-college',10,' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,24,' United-States',' <=50K'
47,' Self-emp-not-inc',126500,' 7th-8th',4,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' Puerto-Rico',' <=50K'
35,' Private',142616,' HS-grad',9,' Separated',' Other-service',' Own-child',' Black',' Female',0,0,30,' United-States',' <=50K'
36,' Private',182863,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
50,' Private',194231,' Masters',14,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' >50K'
41,' Private',439919,' 5th-6th',3,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',3411,0,40,' Mexico',' <=50K'
33,' Private',138667,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
31,' Federal-gov',166626,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
39,' Private',186130,' Prof-school',15,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
43,' Self-emp-inc',83348,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
20,' Private',236592,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
27,' Private',271603,' 7th-8th',4,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,24,' ?',' <=50K'
59,' ?',424468,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
19,' Private',101549,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
48,' Self-emp-inc',51579,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
47,' Local-gov',219632,' Assoc-acdm',12,' Separated',' Exec-managerial',' Not-in-family',' White',' Male',0,1408,40,' United-States',' <=50K'
42,' Federal-gov',70240,' Some-college',10,' Divorced',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' United-States',' <=50K'
42,' Self-emp-not-inc',98061,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
41,' Self-emp-not-inc',145441,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Yugoslavia',' <=50K'
31,' State-gov',557853,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,47,' United-States',' <=50K'
43,' Private',245487,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',0,0,40,' Mexico',' <=50K'
49,' Self-emp-not-inc',171540,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
65,' Local-gov',153890,' 12th',8,' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',2009,0,44,' United-States',' <=50K'
19,' Private',150553,' Some-college',10,' Never-married',' Sales',' Own-child',' Asian-Pac-Islander',' Female',0,0,18,' Philippines',' <=50K'
54,' Private',115602,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' Black',' Female',0,0,40,' United-States',' <=50K'
20,' Private',161708,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
47,' Private',266860,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,65,' United-States',' >50K'
21,' ?',140012,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
32,' Private',281540,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
38,' Private',359001,' Assoc-voc',11,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
24,' State-gov',506329,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
44,' Local-gov',171589,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
53,' Private',277471,' Assoc-voc',11,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
26,' Private',68895,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,50,' Mexico',' <=50K'
29,' Private',160512,' HS-grad',9,' Separated',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
17,' Private',25690,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
42,' Private',34037,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
31,' Private',193132,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Female',0,0,42,' United-States',' <=50K'
32,' State-gov',119033,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
28,' Private',113870,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',196643,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',182714,' HS-grad',9,' Separated',' Other-service',' Not-in-family',' White',' Female',0,0,35,' ?',' <=50K'
20,' ?',189740,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,32,' United-States',' <=50K'
49,' Local-gov',31267,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
53,' Self-emp-not-inc',135339,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',7688,0,20,' China',' >50K'
53,' Private',162381,' 1st-4th',2,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
33,' Private',133503,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1977,45,' United-States',' >50K'
41,' Private',175674,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
46,' Self-emp-not-inc',122206,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Self-emp-not-inc',406811,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
42,' Private',328239,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',111450,' HS-grad',9,' Never-married',' Transport-moving',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
50,' Self-emp-inc',201689,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1977,63,' ?',' >50K'
40,' Private',321856,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,60,' United-States',' >50K'
49,' Local-gov',304246,' Masters',14,' Separated',' Prof-specialty',' Unmarried',' White',' Female',0,0,70,' United-States',' <=50K'
56,' Self-emp-inc',109856,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
26,' Local-gov',163189,' Some-college',10,' Married-civ-spouse',' Other-service',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',160920,' Assoc-acdm',12,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',284343,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
29,' Self-emp-inc',168221,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1740,70,' United-States',' <=50K'
34,' Private',293900,' 11th',7,' Married-spouse-absent',' Craft-repair',' Not-in-family',' Black',' Male',0,0,55,' United-States',' <=50K'
35,' Local-gov',182570,' Assoc-acdm',12,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Private',53835,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
46,' Private',456062,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2415,55,' United-States',' >50K'
70,' ?',163057,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',2009,0,40,' United-States',' <=50K'
24,' Private',283092,' HS-grad',9,' Never-married',' Adm-clerical',' Other-relative',' Black',' Male',0,0,40,' Jamaica',' <=50K'
61,' Self-emp-not-inc',221884,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
41,' Local-gov',201435,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
33,' Private',341187,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
43,' Private',191765,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' Black',' Female',0,0,35,' United-States',' <=50K'
41,' Private',165798,' 5th-6th',3,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,40,' Puerto-Rico',' <=50K'
35,' Private',187119,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,70,' United-States',' <=50K'
26,' Local-gov',219760,' HS-grad',9,' Never-married',' Other-service',' Other-relative',' White',' Male',0,0,16,' United-States',' <=50K'
34,' ?',35595,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
21,' Private',149809,' HS-grad',9,' Never-married',' Farming-fishing',' Own-child',' White',' Male',0,0,24,' United-States',' <=50K'
43,' Local-gov',113324,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
44,' Self-emp-not-inc',127482,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',7298,0,50,' England',' >50K'
38,' Private',34378,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
45,' Local-gov',334039,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
60,' Self-emp-not-inc',38622,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',306779,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',176795,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' >50K'
35,' Private',119098,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
54,' Local-gov',286342,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,32,' United-States',' >50K'
54,' Private',189607,' Bachelors',13,' Never-married',' Other-service',' Own-child',' Black',' Female',0,0,36,' United-States',' <=50K'
35,' Private',219546,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,45,' Germany',' <=50K'
21,' Private',118186,' Some-college',10,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,20,' United-States',' <=50K'
23,' Private',348420,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',154587,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,40,' Puerto-Rico',' <=50K'
34,' Private',226443,' HS-grad',9,' Divorced',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',142835,' 11th',7,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',65704,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' ?',' <=50K'
48,' Private',196107,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
54,' Private',421561,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
20,' ?',117222,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
37,' State-gov',29145,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
51,' Self-emp-not-inc',20795,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',298841,' HS-grad',9,' Divorced',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',104359,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',132879,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
25,' Private',104193,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',114,0,40,' United-States',' <=50K'
56,' Private',75785,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
70,' ?',54849,' Doctorate',16,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' >50K'
